1
134,140,121
138,145,127
140,148,128
140,148,129
141,147,128
139,146,126
141,148,129
141,147,127
142,150,129
141,148,126
137,144,124
137,146,125
135,144,122
132,141,119
139,149,125
134,145,121
130,141,118
127,140,117
127,139,117
130,143,119
129,143,120
129,143,120
128,145,120
126,143,120
125,141,118
124,141,117
121,139,118
121,139,116
120,137,116
117,136,115
117,136,115
112,133,113
112,134,113
108,133,111
106,130,110
102,128,109
95,121,104
91,118,103
92,119,105
88,116,104
80,109,99
73,104,96
74,105,97
71,101,95
66,98,93
62,93,89
59,92,89
59,90,88
60,95,92
58,91,89
49,81,84
47,80,84
41,75,83
37,71,80
35,68,79
32,66,75
30,64,76
29,64,75
25,61,76
24,60,74
26,61,73
21,58,74
21,55,71
22,53,69
21,55,70
21,57,73
21,58,74
21,59,75
20,58,74
19,58,73
20,59,74
21,58,72
21,61,72
23,64,74
24,61,74
23,60,74
19,57,72
20,54,71
18,52,69
18,53,69
17,51,67
16,52,68
15,51,67
16,51,68
16,50,68
17,52,69
17,52,69
16,52,69
16,51,68
16,50,66
16,51,67
17,51,67
16,51,66
17,51,67
16,51,67
15,51,68
16,51,66
16,51,66
16,49,66
16,50,65
16,50,65
