1
50,102,105
45,87,84
47,91,89
44,87,85
43,86,85
46,92,93
47,93,93
50,109,114
54,119,125
55,124,131
55,132,137
56,134,139
57,142,146
59,144,148
57,147,151
55,150,154
55,151,154
56,154,155
56,152,155
56,151,154
57,151,154
59,150,154
60,148,153
60,144,150
72,148,157
70,143,152
61,135,144
55,128,137
56,127,137
60,128,138
56,123,133
58,116,127
65,115,128
56,107,121
53,103,117
60,106,121
55,101,116
56,101,116
54,98,113
56,96,112
53,91,107
51,90,106
48,86,102
48,85,103
49,87,104
48,81,97
42,73,90
46,80,96
47,79,95
44,76,93
44,75,92
44,72,88
45,73,89
41,68,84
39,64,80
40,63,79
41,62,76
34,55,72
30,48,66
35,54,70
33,53,68
32,50,66
33,51,65
31,48,62
31,45,62
29,46,61
29,46,62
30,44,60
29,43,58
29,43,56
27,40,56
28,40,55
28,40,54
28,40,53
27,38,52
25,35,49
24,35,48
26,36,49
25,34,47
24,33,47
24,31,44
23,33,46
23,33,46
23,33,46
23,32,45
23,31,44
21,31,43
20,29,42
21,28,40
20,27,40
20,28,40
20,28,39
20,27,39
19,26,37
17,24,36
18,25,35
17,23,36
17,23,36
17,22,33
14,21,31
15,19,31
