1
4,2,4
8,8,10
39,7,6
102,14,11
226,39,26
169,29,22
152,25,19
151,25,19
143,24,18
143,23,16
141,22,17
131,20,17
142,22,16
136,22,17
135,21,17
132,21,17
140,22,17
137,22,17
149,24,18
153,26,18
152,26,19
147,24,17
141,23,16
145,21,17
112,16,17
5,4,6
5,4,5
5,4,5
6,5,7
5,4,6
18,16,16
15,20,26
57,47,22
102,81,25
170,128,29
173,132,30
190,145,34
180,136,32
192,146,34
192,144,34
175,131,34
175,132,34
180,136,34
185,140,36
184,139,35
179,135,34
187,141,34
184,140,35
179,139,35
185,142,36
182,137,33
181,139,34
181,140,34
177,136,34
185,143,35
201,135,55
9,7,8
8,7,7
9,7,8
9,7,8
29,32,59
8,31,17
12,45,23
16,65,32
18,71,34
16,71,32
20,77,39
20,77,37
20,83,39
21,85,41
21,85,40
20,83,40
20,83,40
21,85,41
21,84,40
20,81,40
20,85,41
21,91,42
22,90,42
21,87,43
22,86,41
21,86,42
21,86,41
21,87,41
22,89,42
22,90,42
21,86,41
21,86,40
21,86,41
21,89,42
22,89,42
21,84,40
20,85,40
21,84,40
21,83,40
20,83,40
20,83,40
19,81,40
18,76,38
20,81,40
18,78,35
