1
20,30,8
22,32,9
20,30,9
21,30,9
13,22,7
12,21,6
12,20,6
11,19,6
11,17,6
11,16,6
9,17,5
11,15,5
9,16,5
11,15,5
10,15,6
12,16,6
10,15,5
11,14,5
12,15,5
11,14,5
11,14,5
11,14,5
12,15,5
10,14,4
10,13,4
9,13,4
11,14,5
10,13,5
10,13,5
9,13,4
8,11,4
7,12,4
6,10,4
7,11,4
6,10,3
6,13,4
7,13,4
7,11,3
7,10,4
7,11,3
6,10,3
7,10,4
7,10,3
5,10,3
6,10,4
6,11,3
6,12,3
5,11,4
5,10,4
6,11,4
5,11,3
5,11,3
5,9,4
5,9,3
5,10,3
5,10,3
5,11,4
5,10,3
4,9,3
4,9,3
4,9,3
4,10,3
4,9,3
4,8,2
4,9,3
4,8,2
4,9,2
4,9,2
4,10,3
4,10,3
5,10,3
4,10,2
4,10,3
6,11,3
5,11,3
5,10,3
4,8,3
4,10,2
5,9,2
4,8,3
4,9,2
5,9,3
4,9,3
4,9,2
4,9,3
4,9,2
4,9,3
4,9,2
4,10,3
4,9,2
4,9,3
4,8,2
5,10,3
4,9,3
5,10,3
4,9,3
4,10,2
4,10,3
4,9,3
5,10,3
4,9,3
