1
12,37,45
12,38,47
11,38,49
11,38,47
13,40,47
14,44,52
15,44,52
15,44,52
14,44,52
14,42,50
13,42,51
13,41,50
13,42,52
14,42,51
14,41,52
13,40,50
11,40,49
12,40,49
14,40,50
12,40,49
12,39,50
12,38,50
12,38,47
14,38,49
13,39,50
13,39,50
15,40,51
14,38,51
15,39,51
15,39,50
14,40,52
15,39,50
15,40,51
15,39,50
17,40,51
17,39,49
19,41,52
19,41,51
19,41,50
21,41,50
21,42,50
23,43,50
24,43,53
27,47,54
29,49,56
32,52,58
34,53,60
36,56,62
38,56,62
36,55,62
40,58,64
42,60,65
48,67,67
45,64,67
50,70,69
55,74,73
55,73,73
49,67,69
54,72,72
56,73,72
54,71,71
62,77,76
65,81,78
65,80,76
66,83,77
74,86,78
75,88,80
84,95,84
78,89,79
83,92,81
84,90,80
89,94,84
90,96,84
89,95,84
91,98,82
98,103,88
98,104,89
102,107,92
102,106,92
102,106,92
99,105,90
101,106,92
103,109,94
102,109,93
101,106,92
102,106,92
103,108,93
103,107,93
104,108,93
114,118,103
108,113,98
107,112,98
109,114,99
109,114,100
111,116,102
120,126,109
119,123,107
113,118,103
111,116,103
112,116,102
113,118,104
