1
23,44,38
21,43,39
20,41,36
13,33,29
7,23,23
25,55,42
52,104,107
54,108,112
57,116,123
56,121,128
51,121,128
52,119,126
53,127,136
52,134,142
51,137,145
49,139,146
50,139,146
50,139,146
49,139,146
48,138,145
47,137,144
43,130,138
40,124,132
42,129,136
43,131,138
40,126,135
35,114,124
31,104,115
30,102,113
28,97,109
28,95,106
25,86,97
22,84,95
24,85,96
23,82,92
21,74,86
20,68,81
18,66,78
19,67,80
20,68,80
18,64,77
16,58,71
17,56,69
17,55,69
16,57,70
15,54,68
12,52,65
13,48,60
10,42,57
12,41,56
12,41,54
12,39,54
11,38,51
10,36,47
11,37,48
10,36,48
10,36,48
9,36,48
10,35,46
9,35,46
10,34,46
9,35,46
11,35,46
10,35,46
10,34,45
9,33,44
9,31,40
9,30,39
9,29,39
9,30,39
9,30,39
8,28,37
9,28,36
8,27,35
7,27,36
8,28,34
7,26,33
7,23,32
7,26,32
8,24,32
7,24,32
7,24,31
7,21,28
7,23,28
6,22,30
6,21,27
7,22,28
7,21,26
7,21,27
6,20,25
6,18,25
6,19,26
5,19,25
6,20,25
7,18,23
7,18,23
6,17,23
6,16,22
3,15,20
5,17,21
6,17,22
